Event/Description,EstMH (All),Interval,MH_j,max_interval
HE32-523000-01-1 (R0002) / LUBRICATIE THE CARGO DOORS,0 days 03:48:00,730 D,3.8,200
HE32-523000-03-1 (R0002) / LUBRICATE EXTERIOR CARGO DOOR HANDLE,0 days 01:36:00,730 D,1.6,200
HE32-523300-01-1 (R0002) / LUBRICATE THE BULK CARGO COMPARTMENT DOOR HANDLE AND HINGE ARM BEARINGS,0 days 00:48:00,730 D,0.8,200
HE32-ZL-100-02-1 (R0002) / GENERAL VISUAL INSPECTION OF THE LOWER HALF OF THE FUSELAGE,0 days 00:49:00,730 D,0.8166666666666667,200
HE32-ZL-123-02-1 (R0002) / GENERAL VISUAL INSPECTION OF NOSE GEAR WELL (EWIS),0 days 00:19:00,730 D,0.31666666666666665,200
HE32-ZL-191-01-2 (R0004) / GENERAL VISUAL INSPECTION OF AIR CONDITIONING COMPARTMENT AND FAIRINGS (EWIS),0 days 03:48:00,730 D,3.8,200
HE32-ZL-435-02-1-01 (R0003) / GENERAL VISUAL INSPECTION OF FAN COMPARTMENT OF NO.1 ENG (EWIS),0 days 00:25:00,730 D,0.4166666666666667,200
HE32-ZL-435-02-1-02 (R0003) / GENERAL VISUAL INSPECTION OF FAN COMPARTMENT OF NO.2 ENG (EWIS),0 days 00:25:00,730 D,0.4166666666666667,200
HE32-ZL-831-01-1 (R0002) / GENERAL VISUAL INSPECTION OF AFT PASSENGER/CREW DOORS INCLUDING DOOR STOPS ON FUSELAGE DOOR F,0 days 01:13:00,730 D,1.2166666666666668,200
HE32-ZL-831-04-1 (R0002) / GENERAL VISUAL INSPECTION OF FWD PASSENGER/CREW DOORS INCLUDING DOOR STOPS ON FUSELAGE DOOR F,0 days 01:13:00,730 D,1.2166666666666668,200
REPLACE 74-20/B050027 (HAND FIRE EXTINGUISHER),0 days 00:24:00,,0.4,200
REPLACE 33600105-4/A5856D1/W282620 (ENGINE FIRE EXTINGUISHER),0 days 03:06:00,,3.1,200
REPLACE 33600105-4/A5857D1/W282619 (ENGINE FIRE EXTINGUISHER),0 days 03:06:00,,3.1,200
EO-A320-53-1325/FUSELAGE - CENTER FUSELAGE - INSPECT MLG DOOR ACTUATOR FITTING ON KEEL,0 days 19:30:00,2'250,19.5,200
HE32-275446-01-1-02 (R0002) / LUBRICATE FLAP TRACK 1 DRIVE LEVER ARM AND ALL CARRIAGE ROLLERS ON ALL FLAP TRACKS OF THE,0 days 01:20:00,304 D,1.3333333333333333,200
REPLACE 34600017/54358F1 (CARGO FIRE EXTINGUISHER),0 days 02:24:00,,2.4,200
REPLACE 34600017/54363F1 (CARGO FIRE EXTINGUISHER),0 days 02:24:00,,2.4,200
HE32-323100-01-1 (R0003) / BITE CHECK OF LANDING-GEAR CONTROL INTERFACE-UNIT (LGCIU) WITH USE OF MCDU TO ENSURE THAT CON,0 days 00:24:00,4'000,0.4,200
EOA32-11-0029/INSPECT AIRPLANE EXTERIOR PLACARDS/MARKINGS` CONDITION,0 days 00:50:00,3'000,0.8333333333333334,200
HE32-275446-01-1-01 (R0002) / LUBRICATE FLAP TRACK 1 DRIVE LEVER ARM AND ALL CARRIAGE ROLLERS ON ALL FLAP TRACKS OF THE,0 days 01:20:00,304 D,1.3333333333333333,200
HE32-282400-01-1-01 (R0004) / OPERATIONAL CHECK OF LH LP SHUT OFF VALVE AND ITS CONTROL TO ENSURE NO FLOW WHEN SELECTED,0 days 00:56:00,Thr. 15'000,0.9333333333333333,200
HE32-282400-01-1-02 (R0004) / OPERATIONAL CHECK OF RH LP SHUT OFF VALVE AND ITS CONTROL TO ENSURE NO FLOW WHEN SELECTED,0 days 00:56:00,Thr. 15'000,0.9333333333333333,200
HE32-275446-01-1-02 (R0002) / LUBRICATE FLAP TRACK 1 DRIVE LEVER ARM AND ALL CARRIAGE ROLLERS ON ALL FLAP TRACKS OF THE,0 days 01:20:00,304 D,1.3333333333333333,200
EOA32-11-0029/INSPECT AIRPLANE EXTERIOR PLACARDS/MARKINGS` CONDITION,0 days 00:50:00,3'000,0.8333333333333334,200
EOA32-32-0045/CLEAN THE ELECTRICAL CONNECTOR OF MLG DOOR-UPLOCK PROXIMITY-SENSORS (2,0 days 02:00:00,3'000,2.0,200
HE32-242000-25-1 (R0001) / OPERATIONAL CHECK OF NETWORK RECONFIGURATION IN CASE OF SINGLE GENERATOR FAILURE,0 days 03:00:00,3'000,3.0,200
EOCOM-72-0225/VISUAL INSPECTION OF FAN BLADE COVER TRANSITION AREA (PW1100G-JM),0 days 01:30:00,1'000,1.5,200
REPLACE UPK-HKG-01/EUK-626 (UNIVERAL PRECAUTION KIT),0 days 00:18:00,,0.3,200
HE32-278468-01-1-02 (R0002) / LUBRICATE ALL TRACK ROLLERS AND PINIONS OF RH WING,0 days 12:28:00,608 D,12.466666666666667,200
REPLACE 30903827/1648UG (CARTRIDGE),0 days 00:30:00,,0.5,200
"REPLACE D30665-915/M30984 (RAFT-SLIDE,AFT)",0 days 03:00:00,,3.0,200
HE32-262300-09-1 (R0003) / DISCARD WATER ADSORBING FILTER,0 days 01:26:00,456 D,1.4333333333333333,200
HE32-341300-07-1-01 (R0002) / FLUSH THE LH TOTAL PRESSURE LINE,0 days 02:04:00,6'000,2.066666666666667,200
HE32-783200-W3-1-01 (R0003) / GENERAL VISUAL INSPECTION OF THE THRUST REVERSER FIRE SEALS AND VAPOR BARRIER SEALS OF NO.,0 days 01:32:00,6'000,1.5333333333333332,200
HE32-212600-01-1 (R0003) / OPERATIONAL CHECK OF THE AVIONICS EQUIPMENT VENTILATION-SYSTEM VIA MCDU,0 days 00:42:00,3'000,0.7,200
HE32-212643-07-1 (R0002) / DISCARD THE FILTER CARTRIDGE,0 days 00:46:00,3'000,0.7666666666666667,200
HE32-212643-09-1 (R0004) / OPERATIONAL CHECK OF NRV FOR FREE MOVEMENT,0 days 00:52:00,3'000,0.8666666666666667,200
HE32-212643-10-1 (R0004) / CLEAN THE SYPHON ASSEMBLY (STRAINER),0 days 00:40:00,3'000,0.6666666666666666,200
HE32-261700-03-1 (R0003) / OPERATIONAL CHECK OF LAVATORY SMOKE DETECTION BY CFDS TO CONFIRM WARNINGS CAN BE DISPLAYED,0 days 00:12:00,3'000,0.2,200
HE32-262200-02-1 (R0004) / OPERATIONAL CHECK OF AUTOMATIC FIRE EXTINGUISHING CIRCUIT AND TEST APU LP FUEL VALVE OPERATIO,0 days 00:18:00,3'000,0.3,200
HE32-344200-01-1 (R0004) / OPERATIONAL CHECK AND DETAILED INSPECTION FOR CONTAMINATION OF RADIO ALTIMETER FAN,0 days 01:38:00,4'000,1.6333333333333333,200
EOCOM-72-0225/VISUAL INSPECTION OF FAN BLADE COVER TRANSITION AREA (PW1100G-JM),0 days 01:30:00,1'000,1.5,200
HE32-292000-04-1 (R0003) / OPERATIONAL CHECK OF RAT MANUAL DEPLOYMENT AND FUNCTIONAL CHECK OF RAT USING GROUND TEST UNIT,0 days 09:16:00,4'000,9.266666666666667,200
HE32-291000-15-1 (R0003) / ANALYZE HYDRAULIC FLUID (HYDRAULIC FLUID SAMPLING),0 days 02:38:00,730 D,2.6333333333333333,200
HE32-323100-01-1 (R0003) / BITE CHECK OF LANDING-GEAR CONTROL INTERFACE-UNIT (LGCIU) WITH USE OF MCDU TO ENSURE THAT CON,0 days 00:24:00,4'000,0.4,200
HE32-275446-01-1-02 (R0002) / LUBRICATE FLAP TRACK 1 DRIVE LEVER ARM AND ALL CARRIAGE ROLLERS ON ALL FLAP TRACKS OF THE,0 days 01:20:00,304 D,1.3333333333333333,200
REPLACE FAKHKG02SW/EFK-330F001 (FIRST AID KIT),0 days 00:18:00,,0.3,200
REPLACE 3552AAADAACXCD/P16050752 (CYLINDER ASSY-OXYGEN PORTABLE),0 days 00:24:00,,0.4,200
REPLACE FAKHKG02SW/EFK-108 (FIRST AID KIT),0 days 00:18:00,,0.3,200
HE32-212600-03-1 (R0003) / OPERATIONAL CHECK OF SMOKE CONFIGURATION CONTROL CIRCUIT,0 days 00:20:00,12'000,0.3333333333333333,200
HE32-213100-01-1 (R0003) / OPERATIONAL TEST OF THE PRESSURE CONTROL AND MONITORING,0 days 00:20:00,12'000,0.3333333333333333,200
HE32-213100-02-1 (R0004) / OPERATIONAL TEST OF MANUAL MODE SELECTION AND MANUAL MODE PRESSURE CONTROL AND FUNCTIONAL TES,0 days 00:20:00,12'000,0.3333333333333333,200
HE32-215000-03-2 (R0003) / DETAILED INSPECTION OF ACTUATOR MECHANISM AND INLET FLAP FOR EXCESSIVE PLAY AND CHECK GAP BET,0 days 02:00:00,12'000,2.0,200
HE32-215200-01-1-01 (R0004) / REMOVE LH PRIMARY AND MAIN HEAT EXCHANGERS FOR IN SHOP CLEANING,0 days 06:40:00,12'000,6.666666666666667,200
HE32-215200-01-1-02 (R0004) / REMOVE RH PRIMARY AND MAIN HEAT EXCHANGERS FOR IN SHOP CLEANING,0 days 06:42:00,12'000,6.7,200
HE32-215200-02-2-01 (R0004) / REMOVE LH REHEATER FOR IN SHOP CLEANING,0 days 04:40:00,12'000,4.666666666666667,200
HE32-215200-02-2-02 (R0004) / REMOVE RH REHEATER FOR IN SHOP CLEANING,0 days 04:42:00,12'000,4.7,200
HE32-215222-01-1 (R0004) / DETAILED INSPECTION OF INTERIOR AND EXTERIOR OF PLENUM CHAMBER (10HM5 AND 11HM5) FOR SIGNS OF,0 days 01:34:00,12'000,1.5666666666666667,200
HE32-215800-02-1 (R0004) / REMOVE CSAS HEAT EXCHANGER FOR IN SHOP CLEANING,0 days 04:12:00,Thr. 12'000,4.2,200
HE32-216242-01-1 (R0003) / DETAILED INSPECTION OF TRIM AIR CHECK VALVES FLAPPERS FOR CONDITION AND OPERATION,0 days 02:36:00,12'000,2.6,200
HE32-242200-01-1 (R0003) / OPERATIONAL TEST OF THE TRANSFER INHIBITION,0 days 00:12:00,Thr. 12'000,0.2,200
"HE32-243400-01-1 (R0003) / OPERATIONAL TEST OF THE ""DC EMER CONFIG"" CAUTION",0 days 00:16:00,Thr. 12'000,0.26666666666666666,200
HE32-254000-04-2 (R0003) / DETAILED INSPECTION OF LAVATORY FLOOR PAN,0 days 01:30:00,Thr. 12'000,1.5,200
HE32-261700-04-1 (R0003) / REMOVE SMOKE DETECTOR FOR CLEANING,0 days 00:36:00,Thr. 12'000,0.6,200
HE32-262100-02-1-01 (R0004) / OPERATIONAL CHECK OF LOW-PRESSURE INDICATING CIRCUIT OF ENGINE FIRE-EXTINGUISHER BOTTLES I,0 days 00:34:00,Thr. 12'000,0.5666666666666667,200
HE32-262100-02-1-02 (R0004) / OPERATIONAL CHECK OF LOW-PRESSURE INDICATING CIRCUIT OF ENGINE FIRE-EXTINGUISHER BOTTLES I,0 days 00:32:00,Thr. 12'000,0.5333333333333333,200
HE32-262100-06-1-01 (R0004) / CHECK OF DISTRIBUTION PIPING OF NO.1 ENG TO DETECT LEAKAGE AND OBSTRUCTION,0 days 04:58:00,Thr. 12'000,4.966666666666667,200
HE32-262100-06-1-02 (R0004) / CHECK OF DISTRIBUTION PIPING OF NO.2 ENG TO DETECT LEAKAGE AND OBSTRUCTION,0 days 04:56:00,Thr. 12'000,4.933333333333334,200
HE32-274451-04-1 (R0003) / DETAILED INSPECTION OF THS ACTUATOR BALL SCREW NUT BODY AND SCREW AND CLAW STOPS,0 days 00:22:00,Thr. 12'000,0.36666666666666664,200
HE32-274451-06-1 (R0003) / VISUAL CHECK OF THS ACTUATOR THREADED NUT (FAIL-SAFE NUT),0 days 00:10:00,Thr. 12'000,0.16666666666666666,200
HE32-274451-08-1 (R0003) / INTEGRITY CHECK OF THE THS ACTUATOR BALL SCREW SHAFT (PRIMARY AND SECONDARY LOAD PATH),0 days 00:16:00,Thr. 12'000,0.26666666666666666,200
HE32-275100-01-2 (R0003) / OPERATIONAL TEST OF THE WING TIP BRAKE AND THE PRESSURE OFF BRAKE,0 days 00:30:00,Thr. 12'000,0.5,200
HE32-275100-02-1 (R0003) / OPERATIONAL TEST OF THE FLAP INTERCONNECTING STRUT AND THE FLAP-ATTACHMENT FAILURE-DETECTION,0 days 00:12:00,Thr. 12'000,0.2,200
"HE32-275100-03-1-01 (R0003) / CHECK OF LH FLAPS SHAFTING INTEGRITY, INCLUDING INSPECTION OF THE SEAL WITNESS DRAINS",0 days 00:36:00,Thr. 12'000,0.6,200
"HE32-275100-03-1-02 (R0003) / CHECK OF RH FLAPS SHAFTING INTEGRITY, INCLUDING INSPECTION OF THE SEAL WITNESS DRAINS",0 days 00:36:00,Thr. 12'000,0.6,200
HE32-275144-01-1-01 (R0003) / DETAILED INSPECTION OF THE INTERCONNECTING STRUT AND ATTACHMENTS OF LH WING,0 days 00:18:00,Thr. 12'000,0.3,200
HE32-275144-01-1-02 (R0003) / DETAILED INSPECTION OF THE INTERCONNECTING STRUT AND ATTACHMENTS OF RH WING,0 days 00:18:00,Thr. 12'000,0.3,200
HE32-281600-01-1-01 (R0003) / OPERATIONAL CHECK OF THE PYLON CHECK VALVE OF NO.1 ENG TO ENSURE VALVE NOT FAILED OPEN,0 days 00:12:00,Thr. 12'000,0.2,200
HE32-281600-01-1-02 (R0003) / OPERATIONAL CHECK OF THE PYLON CHECK VALVE OF NO.2 ENG TO ENSURE VALVE NOT FAILED OPEN,0 days 00:12:00,Thr. 12'000,0.2,200
HE32-281600-04-1-01 (R0004) / VISUAL CHECK OF RECIRCULATION RETURN-LINE SHROUD OF LH PYLON,0 days 00:57:00,Thr. 12'000,0.95,200
HE32-281600-04-1-02 (R0004) / VISUAL CHECK OF RECIRCULATION RETURN-LINE SHROUD OF RH PYLON,0 days 00:57:00,Thr. 12'000,0.95,200
"HE32-282100-05-1-01 (R0003) / VISUAL CHECK OF NO.1 ENG PIPES, COUPLINGS AND LP VALVE EXTERNAL TO TANK FROM FRONT SPAR TO",0 days 02:12:00,Thr. 12'000,2.2,200
"HE32-282100-05-1-02 (R0003) / VISUAL CHECK OF NO.2 ENG PIPES, COUPLINGS AND LP VALVE EXTERNAL TO TANK FROM FRONT SPAR TO",0 days 02:24:00,Thr. 12'000,2.4,200
"HE32-282300-01-1 (R0004) / OPERATIONAL TEST OF CROSSFEED VALVE USING INDIVIDUAL MOTORS AND CHECK FUEL FLOW IN ""OPEN"" AND",0 days 00:24:00,Thr. 12'000,0.4,200
HE32-291000-09-1-01 (R0004) / OPERATIONAL CHECK OF LH HYDRAULIC FIRE SHUT-OFF VALVE AND ASSOCIATED INDICATING SYSTEM,0 days 00:10:00,Thr. 12'000,0.16666666666666666,200
HE32-291000-09-1-02 (R0004) / OPERATIONAL CHECK OF RH HYDRAULIC FIRE SHUT-OFF VALVE AND ASSOCIATED INDICATING SYSTEM,0 days 00:10:00,Thr. 12'000,0.16666666666666666,200
HE32-291900-02-1 (R0003) / FUNCTIONAL CHECK TO MONITOR INTERNAL LEAK RATE OF BLUE HYDRAULIC SYSTEM,0 days 00:32:00,Thr. 12'000,0.5333333333333333,200
HE32-293400-01-1 (R0003) / OPERATIONAL TEST OF RESERVOIR LOW AIR PRESSURE WARNING,0 days 00:36:00,Thr. 12'000,0.6,200
"HE32-323100-06-1 (R0003) / BITE CHECK USING MCDU TO ENSURE ""GEAR NOT DOWN FOR LANDING"" WARNINGS OPERATIVE",0 days 00:12:00,Thr. 12'000,0.2,200
HE32-324000-17-1 (R0004) / FUNCTIONAL CHECK OF BRAKE ACCUMULATOR SYSTEM,0 days 04:00:00,Thr. 12'000,4.0,200
HE32-324300-01-3 (R0003) / OPERATIONAL CHECK OF ALTERNATE BRAKING SYSTEM,0 days 01:12:00,Thr. 12'000,1.2,200
HE32-341300-05-1 (R0003) / OPERATIONAL CHECK OF THE 5-MINUTE TIME DELAY OF ADIRU 2 AND 3 POWER DISCONNECTION IN EMERGENC,0 days 00:28:00,Thr. 12'000,0.4666666666666667,200
HE32-344200-01-1 (R0004) / OPERATIONAL CHECK AND DETAILED INSPECTION FOR CONTAMINATION OF RADIO ALTIMETER FAN,0 days 01:38:00,4'000,1.6333333333333333,200
HE32-344800-04-1 (R0004) / BITE TEST OF THE T/TISS (TAWS PART),0 days 02:00:00,Thr. 12'000,2.0,200
HE32-361141-06-1-01 (R0003) / REMOVE INTERMEDIATE PRESSURE BLEED CHECK VALVE OF NO.1 ENG FOR DETAILED INSPECTION,0 days 04:34:00,Thr. 12'000,4.566666666666666,200
HE32-361141-06-1-02 (R0003) / REMOVE INTERMEDIATE PRESSURE BLEED CHECK VALVE OF NO.2 ENG FOR DETAILED INSPECTION,0 days 04:34:00,Thr. 12'000,4.566666666666666,200
HE32-522100-01-1 (R0003) / OPERATIONAL CHECK OF UNLOCKING AND OPENING FROM INSIDE IN ARMED MODE,0 days 04:08:00,Thr. 12'000,4.133333333333334,200
HE32-545900-W3-1-01 (R0004) / DETAILED INSPECTION OF KARMAN FAIRING FIRE SEALS OF LH PYLON,0 days 01:00:00,Thr. 12'000,1.0,200
HE32-545900-W3-1-02 (R0004) / DETAILED INSPECTION OF KARMAN FAIRING FIRE SEALS OF RH PYLON,0 days 01:00:00,Thr. 12'000,1.0,200
HE32-545900-W5-1-01 (R0004) / DETAILED INSPECTION OF RMF BLOCK SEAL AND RMF FIRE FINGER SEAL OF LH PYLON,0 days 01:42:00,Thr. 12'000,1.7,200
HE32-545900-W5-1-02 (R0004) / DETAILED INSPECTION OF RMF BLOCK SEAL AND RMF FIRE FINGER SEAL OF RH PYLON,0 days 01:42:00,Thr. 12'000,1.7,200
HE32-711000-W1-1-01 (R0003) / FUNCTIONAL CHECK OF THE FAN COWL LATCH TENSION OF NO.1 ENG,0 days 01:00:00,Thr. 12'000,1.0,200
HE32-711000-W1-1-02 (R0003) / FUNCTIONAL CHECK OF THE FAN COWL LATCH TENSION OF NO.2 ENG,0 days 01:00:00,Thr. 12'000,1.0,200
HE32-781000-W1-1-01 (R0003) / DETAILED INSPECTION OF THE NOZZLE FIRE FINGER SEALS OF NO.1 ENG,0 days 01:46:00,Thr. 12'000,1.7666666666666666,200
HE32-781000-W1-1-02 (R0003) / DETAILED INSPECTION OF THE NOZZLE FIRE FINGER SEALS OF NO.2 ENG,0 days 01:46:00,Thr. 12'000,1.7666666666666666,200
HE32-783200-W2-1-01 (R0003) / GENERAL VISUAL INSPECTION OF THE THERMAL PROTECTION SYSTEM OF NO.1 ENG,0 days 01:42:00,Thr. 12'000,1.7,200
HE32-783200-W2-1-02 (R0003) / GENERAL VISUAL INSPECTION OF THE THERMAL PROTECTION SYSTEM OF NO.2 ENG,0 days 01:42:00,Thr. 12'000,1.7,200
HE32-783200-W5-1-01 (R0003) / FUNCTIONAL CHECK OF THRUST REVERSER LATCH TENSION OF NO.1 ENG,0 days 01:22:00,Thr. 12'000,1.3666666666666667,200
HE32-783200-W5-1-02 (R0003) / FUNCTIONAL CHECK OF THRUST REVERSER LATCH TENSION OF NO.2 ENG,0 days 01:22:00,Thr. 12'000,1.3666666666666667,200
EOA32-29-0012/A32 SERIAL AIRPALNES` HYDRAULIC COMPONENTS LEAK CHECK AND CLEAN,0 days 07:00:00,547 D,7.0,200
EOI-49-0006/[131-9A] REMOVE AND DISCARD OIL FILTER ELEMENTS (8069KM) AND (8076KM),0 days 01:00:00,730 D,1.0,200
HE32-256241-05-1 (R0003) / CLEAN DOOR GIRT BAR FITTING STOP LEVERS,0 days 01:12:00,1'110,1.2,200
HE32-256551-01-1 (R0002) / DISCARD AND REPLACE MEGAPHONE BATTERIES,0 days 00:30:00,365 D,0.5,200
HE32-31-SCME-010 (R0005) / READOUT PROCEDURE FOR RECORDING INSPECTION OF FDR SYSTEM,0 days 01:10:00,365 D,1.1666666666666667,200
HE32-561000-02-1 (R0003) / DETAILED INSPECTION OF ALL COCKPIT WINDOWS FROM OUTSIDE INCLUDING SEALS,0 days 01:18:00,365 D,1.3,200
HE32-ZL-147-02-1 (R0002) / GENERAL VISUAL INSPECTION OF MLG-WELL AND HYDRAULIC COMPARTMENT (EWIS),0 days 00:56:00,365 D,0.9333333333333333,200
"HE32-ZL-400-02-4 (R0003) / GENERAL VISUAL INSPECTION OF POWERPLANTS, NACELLES AND PYLONS",0 days 00:16:00,365 D,0.26666666666666666,200
HE32-ZL-711-01-1 (R0002) / GENERAL VISUAL INSPECTION OF NOSE GEAR AND NOSE GEAR DOORS (EWIS),0 days 00:34:00,365 D,0.5666666666666667,200
HE32-ZL-731-01-1 (R0002) / GENERAL VISUAL INSPECTION OF LH/RH MAIN LANDING GEAR INCLUDING CYLINDER AND SECONDARY DOORS (,0 days 00:49:00,365 D,0.8166666666666667,200
REPLACE 2100-1228-02/002031660 (COCKPIT VOICE RECORDER),0 days 00:12:00,,0.2,200
REPLACE 15-40F80/77930029 (PBE),0 days 00:24:00,,0.4,200
REPLACE 15-40F80/77930038 (PBE),0 days 00:24:00,,0.4,200
REPLACE 15-40F80/77930053 (PBE),0 days 00:24:00,,0.4,200
REPLACE 30903886/2220UH (CARTRIDGE),0 days 02:12:00,,2.2,200
REPLACE 30903886/2230UH (CARTRIDGE),0 days 02:12:00,,2.2,200
REPLACE 30903886/2247UH (CARTRIDGE),0 days 02:12:00,,2.2,200
REPLACE 30903886/2280UH (CARTRIDGE),0 days 02:12:00,,2.2,200
REPLACE 33600005-3/A6430D1/W282616 (APU FIRE EXTINGUISHER),0 days 01:48:00,,1.8,200
REPLACE 33600105-4/A4321D1/W282617 (ENGINE FIRE EXTINGUISHER),0 days 03:06:00,,3.1,200
HE32-212600-03-1 (R0003) / OPERATIONAL CHECK OF SMOKE CONFIGURATION CONTROL CIRCUIT,0 days 00:20:00,12'000,0.3333333333333333,200
HE32-213100-01-1 (R0003) / OPERATIONAL TEST OF THE PRESSURE CONTROL AND MONITORING,0 days 00:20:00,12'000,0.3333333333333333,200
HE32-213100-02-1 (R0004) / OPERATIONAL TEST OF MANUAL MODE SELECTION AND MANUAL MODE PRESSURE CONTROL AND FUNCTIONAL TES,0 days 00:20:00,12'000,0.3333333333333333,200
HE32-215000-03-2 (R0003) / DETAILED INSPECTION OF ACTUATOR MECHANISM AND INLET FLAP FOR EXCESSIVE PLAY AND CHECK GAP BET,0 days 02:00:00,12'000,2.0,200
HE32-216000-01-1 (R0004) / CLEAN THE COCKPIT AND CABIN SENSOR DUCT AND TEMPERATURE SENSOR,0 days 02:08:00,7'500,2.1333333333333333,200
HE32-216242-01-1 (R0003) / DETAILED INSPECTION OF TRIM AIR CHECK VALVES FLAPPERS FOR CONDITION AND OPERATION,0 days 02:36:00,12'000,2.6,200
HE32-242200-01-1 (R0003) / OPERATIONAL TEST OF THE TRANSFER INHIBITION,0 days 00:12:00,12'000,0.2,200
"HE32-243400-01-1 (R0003) / OPERATIONAL TEST OF THE ""DC EMER CONFIG"" CAUTION",0 days 00:16:00,12'000,0.26666666666666666,200
HE32-253000-02-1 (R0003) / REMOVE AND DISCARD FILTER ELEMENT OF GALLEY,0 days 02:00:00,7'500,2.0,200
HE32-254000-04-2 (R0003) / DETAILED INSPECTION OF LAVATORY FLOOR PAN,0 days 01:30:00,12'000,1.5,200
HE32-262100-02-1-01 (R0004) / OPERATIONAL CHECK OF LOW-PRESSURE INDICATING CIRCUIT OF ENGINE FIRE-EXTINGUISHER BOTTLES I,0 days 00:34:00,12'000,0.5666666666666667,200
HE32-262100-02-1-02 (R0004) / OPERATIONAL CHECK OF LOW-PRESSURE INDICATING CIRCUIT OF ENGINE FIRE-EXTINGUISHER BOTTLES I,0 days 00:32:00,12'000,0.5333333333333333,200
HE32-274451-04-1 (R0003) / DETAILED INSPECTION OF THS ACTUATOR BALL SCREW NUT BODY AND SCREW AND CLAW STOPS,0 days 00:22:00,12'000,0.36666666666666664,200
HE32-274451-06-1 (R0003) / VISUAL CHECK OF THS ACTUATOR THREADED NUT (FAIL-SAFE NUT),0 days 00:10:00,12'000,0.16666666666666666,200
HE32-274451-08-1 (R0003) / INTEGRITY CHECK OF THE THS ACTUATOR BALL SCREW SHAFT (PRIMARY AND SECONDARY LOAD PATH),0 days 00:16:00,12'000,0.26666666666666666,200
HE32-275100-01-2 (R0003) / OPERATIONAL TEST OF THE WING TIP BRAKE AND THE PRESSURE OFF BRAKE,0 days 00:30:00,12'000,0.5,200
HE32-275100-02-1 (R0003) / OPERATIONAL TEST OF THE FLAP INTERCONNECTING STRUT AND THE FLAP-ATTACHMENT FAILURE-DETECTION,0 days 00:12:00,12'000,0.2,200
"HE32-275100-03-1-01 (R0003) / CHECK OF LH FLAPS SHAFTING INTEGRITY, INCLUDING INSPECTION OF THE SEAL WITNESS DRAINS",0 days 00:36:00,12'000,0.6,200
"HE32-275100-03-1-02 (R0003) / CHECK OF RH FLAPS SHAFTING INTEGRITY, INCLUDING INSPECTION OF THE SEAL WITNESS DRAINS",0 days 00:36:00,12'000,0.6,200
HE32-275144-01-1-01 (R0003) / DETAILED INSPECTION OF THE INTERCONNECTING STRUT AND ATTACHMENTS OF LH WING,0 days 00:18:00,12'000,0.3,200
HE32-275144-01-1-02 (R0003) / DETAILED INSPECTION OF THE INTERCONNECTING STRUT AND ATTACHMENTS OF RH WING,0 days 00:18:00,12'000,0.3,200
HE32-281500-01-2 (R0003) / OPERATIONAL CHECK OF INDIVIDUAL TRANSFER VALVES TO ENSURE VALVE SHAFT ROTATES VALVE TO OPEN P,0 days 00:56:00,7'500,0.9333333333333333,200
HE32-281600-01-1-01 (R0003) / OPERATIONAL CHECK OF THE PYLON CHECK VALVE OF NO.1 ENG TO ENSURE VALVE NOT FAILED OPEN,0 days 00:12:00,12'000,0.2,200
HE32-281600-01-1-02 (R0003) / OPERATIONAL CHECK OF THE PYLON CHECK VALVE OF NO.2 ENG TO ENSURE VALVE NOT FAILED OPEN,0 days 00:12:00,12'000,0.2,200
HE32-281600-04-1-01 (R0004) / VISUAL CHECK OF RECIRCULATION RETURN-LINE SHROUD OF LH PYLON,0 days 00:57:00,12'000,0.95,200
HE32-281600-04-1-02 (R0004) / VISUAL CHECK OF RECIRCULATION RETURN-LINE SHROUD OF RH PYLON,0 days 00:57:00,12'000,0.95,200
"HE32-282100-05-1-01 (R0003) / VISUAL CHECK OF NO.1 ENG PIPES, COUPLINGS AND LP VALVE EXTERNAL TO TANK FROM FRONT SPAR TO",0 days 02:12:00,12'000,2.2,200
"HE32-282100-05-1-02 (R0003) / VISUAL CHECK OF NO.2 ENG PIPES, COUPLINGS AND LP VALVE EXTERNAL TO TANK FROM FRONT SPAR TO",0 days 02:24:00,12'000,2.4,200
HE32-291000-09-1-01 (R0004) / OPERATIONAL CHECK OF LH HYDRAULIC FIRE SHUT-OFF VALVE AND ASSOCIATED INDICATING SYSTEM,0 days 00:10:00,12'000,0.16666666666666666,200
HE32-291000-09-1-02 (R0004) / OPERATIONAL CHECK OF RH HYDRAULIC FIRE SHUT-OFF VALVE AND ASSOCIATED INDICATING SYSTEM,0 days 00:10:00,12'000,0.16666666666666666,200
HE32-291900-02-1 (R0003) / FUNCTIONAL CHECK TO MONITOR INTERNAL LEAK RATE OF BLUE HYDRAULIC SYSTEM,0 days 00:32:00,12'000,0.5333333333333333,200
HE32-293400-01-1 (R0003) / OPERATIONAL TEST OF RESERVOIR LOW AIR PRESSURE WARNING,0 days 00:36:00,12'000,0.6,200
"HE32-323100-06-1 (R0003) / BITE CHECK USING MCDU TO ENSURE ""GEAR NOT DOWN FOR LANDING"" WARNINGS OPERATIVE",0 days 00:12:00,12'000,0.2,200
HE32-324000-17-1 (R0004) / FUNCTIONAL CHECK OF BRAKE ACCUMULATOR SYSTEM,0 days 04:00:00,12'000,4.0,200
HE32-324300-01-3 (R0003) / OPERATIONAL CHECK OF ALTERNATE BRAKING SYSTEM,0 days 01:12:00,12'000,1.2,200
